ID,Nombre,Universidad,ID Universidad,Campus,ID Campus,Acreditación,Vacantes,Cant. Semestres,Arancel,Área,Horario,Empleabilidad,Ingreso,Admisión,Corte 2017,Corte 2016,Lenguaje,Matemáticas,Historia (Cs. Sociales),Ciencias,NEM,Ranking,Descripción,area_id
158,Ingeniería Civil Eléctrica,Universidad de Concepción,3,,13,Si,45.0,12.0,3287000,Tecnología,Diurno,"93,7",2400000.0,,"648,85",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Civil Eléctrica de la Universidad de Concepción busca formar profesionales que puedan profundizar en áreas de interés. El Departamento de Ingeniería Eléctrica ofrece áreas de especialización en Accionamientos y Sistemas Eléctricos Industriales, Sistemas Eléctricos de Potencia y Electrónica de Potencia.",11
159,Ingeniería Civil Electrónica,Universidad de Concepción,3,,13,Si,50.0,12.0,3287000,Tecnología,Diurno,84,1900000.0,,624,,15.0,35.0,0.0,10.0,15.0,25.0,El egresado de la carrera Ingeniería Civil Electrónica de la Universidad de Concepción es un profesional capacitado para trabajar en forma independiente o en las diversas empresas que operan en el país.,11
160,Ingeniería Civil en Telecomunicaciones,Universidad de Concepción,3,,13,Si,50.0,12.0,3926000,Tecnología,Diurno,,,,563,,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Civil en Telecomunicaciones de la Universidad de Concepción busca formar un profesional con una sólida base en ciencias básicas que le permiten integrar y proyectar los principios de la ingeniería para plantear soluciones a problemas del ámbito tecnológico, usando como herramientas la formulación de modelos matemáticos, el diseño y el cálculo.",11
161,Ingeniería Civil Industrial,Universidad de Concepción,3,,13,Si,115.0,12.0,3287000,Tecnología,Diurno,"93,8",1900000.0,,676,,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Civil Industrial de la Universidad de Concepción busca entregar una formación interdisciplinaria en Computación e Informática, Investigación de Operaciones y Ciencias de la Ingeniería en general. Ellas sustentan una formación terminal en Ingeniería Económica, Gestión y Producción, habilitando a los futuros profesionales para abordar problemas complejos en el ámbito de la Ingeniería Industrial y de Sistemas, incluyendo en ésta la variable Medio Ambiente.",11
162,Ingeniería Civil Informática,Universidad de Concepción,3,,13,Si,55.0,11.0,3287000,Tecnología,Diurno,"85,3",1600000.0,,"628,1",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera de Ingeniería Civil Informática de la Universidad de Concepción busca formar profesionales calificados para identificar, abordar y solucionar problemas que requieren procesamiento automático de información. Han sido formados para aplicar principios de matemáticas, ciencias de la ingeniería y de la computación.",11
163,Ingeniería Civil Matemática,Universidad de Concepción,3,,13,Si,35.0,12.0,3287000,Tecnología,Diurno,,,,"573,55",,10.0,35.0,0.0,15.0,15.0,25.0,"La carrera Ingeniería Civil Matemática  de la Universidad de Concepción busca formar un profesional con capacidad para dar solución a problemas provenientes de los sectores productivos, de servicio o académicos, mediante la aplicación de métodos matemáticos, estadísticos, numéricos y computacionales.",11
164,Ingeniería Civil Mecánica,Universidad de Concepción,3,,13,Si,50.0,12.0,3287000,Tecnología,Diurno,"89,5",2500000.0,,"659,6",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Civil Mecánica de la Universidad de Concepción prepara profesionales con una sólida formación científica capaz de planificar y modelar procesos productivos y de transformación de energía, además de calcular y diseñar elementos, máquinas, equipos y sistemas mecánicos, y planificar, dirigir y evaluar proyectos de cualquier envergadura, optimizando y controlando su operación.",11
165,Ingeniería Civil Metalúrgica,Universidad de Concepción,3,,13,Si,75.0,12.0,3287000,Tecnología,Diurno,"93,5",2500000.0,,"651,3",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Civil Metalúrgica de la Universidad de Concepción busca formar profesionales preparados para enfrentar un mundo de cambios, caracterizado por una mineralogía cada día más compleja, una disminución de la ley de los minerales y regulaciones medioambientales más intensivas.",11
166,Ingeniería Civil Química,Universidad de Concepción,3,,13,Si,50.0,12.0,3287000,Tecnología,Diurno,"93,3",2000000.0,,"705,05",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Civil Química de la Universidad de Concepción busca preparar profesionales con una formación orientada al campo de la Ingeniería de Procesos Químicos, esto es, la transformación de materias o productos intermedios en productos terminados mediante la transferencia de materia y energía.",11
167,Ingeniería Comercial,Universidad de Concepción,3,,13,No,130.0,10.0,3287000,Tecnología,Diurno,"80,9",1500000.0,,"600,7",,15.0,35.0,10.0,10.0,15.0,25.0,"La carrera Ingeniería Comercial de la Universidad de Concepción busca formar un profesional universitario con formación científica y técnica en las áreas de Economía y Administración de Empresas que lo potencia en el ejercicio profesional y académico al más alto nivel de excelencia, acreditado por el título de Ingeniero Comercial y el Grado de Licenciado en Ciencias Económicas o Ciencias de la Administración de Empresas.",11
168,Ingeniería Comercial - Chillán,Universidad de Concepción,3,,14,No,60.0,10.0,3287000,Tecnología,Diurno,"80,9",1500000.0,,"578,35",,15.0,35.0,10.0,10.0,15.0,25.0,"La carrera Ingeniería Comercial de la Universidad de Concepción busca formar un profesional universitario con formación científica y técnica en las áreas de Economía y Administración de Empresas que lo potencia en el ejercicio profesional y académico al más alto nivel de excelencia, acreditado por el título de Ingeniero Comercial y el Grado de Licenciado en Ciencias Económicas o Ciencias de la Administración de Empresas.",11
169,Ingeniería Comercial -  Los Ángeles,Universidad de Concepción,3,,15,No,75.0,10.0,3287000,Tecnología,Diurno,"80,9",1500000.0,,"554,2",,15.0,35.0,10.0,10.0,15.0,25.0,"La carrera Ingeniería Comercial de la Universidad de Concepción busca formar un profesional universitario con formación científica y técnica en las áreas de Economía y Administración de Empresas que lo potencia en el ejercicio profesional y académico al más alto nivel de excelencia, acreditado por el título de Ingeniero Comercial y el Grado de Licenciado en Ciencias Económicas o Ciencias de la Administración de Empresas.",11
170,Ingeniería en Biotecnología Marina y Acuicultura,Universidad de Concepción,3,,13,No,20.0,10.0,3228000,Tecnología,Diurno,,,,"528,7",,10.0,35.0,0.0,15.0,15.0,25.0,"La carrera Ingeniería en Biotecnología Marina y Acuicultura de la Universidad de Concepción busca formar un profesional emprendedor, innovador, altamente competente en biotecnología marina y acuícola, líder en su campo, capaz de gestionar y desarrollar soluciones biotecnológicas técnicamente factibles, económica, social y ambientalmente sustentables. Además, contará con las competencias necesarias para incorporarse en programas de formación de postgrado en diversas instituciones tanto nacionales como internacionales.",11
171,Ingeniería en Biotecnología Vegetal,Universidad de Concepción,3,,13,No,40.0,10.0,3287000,Tecnología,Diurno,,,,"508,8",,15.0,30.0,0.0,15.0,15.0,25.0,La carrera de Ingeniería en Biotecnología Vegetal de la Universidad de Concepción busca formar profesionales altamente capacitados en el uso de herramientas biotecnológicas aplicadas al sector agrícola y forestal.,11
172,Ingeniería en Biotecnología Vegetal,Universidad de Concepción,3,,15,No,20.0,10.0,3287000,Tecnología,Diurno,,,,"484,8",,15.0,30.0,0.0,15.0,15.0,25.0,La carrera de Ingeniería en Biotecnología Vegetal de la Universidad de Concepción busca formar profesionales altamente capacitados en el uso de herramientas biotecnológicas aplicadas al sector agrícola y forestal.,11
173,Ingeniería en Conservación de Recursos Naturales ,Universidad de Concepción,3,,13,No,40.0,10.0,3167000,Tecnología,Diurno,,,,"545,35",,20.0,30.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería en Conservación de Recursos Naturales de la Universidad de Concepción busca formar profesionales con la capacidad para diseñar, planificar, adaptar e innovar en la conservación de los recursos naturales renovables, con énfasis en la mantención y la restauración de la biodiversidad de los ecosistemas terrestres, diseñar, desarrollar y evaluar iniciativas de turismo sustentable en áreas silvestres protegidas, públicas y privadas, compatibilizando las necesidades múltiples de la sociedad y la visión de las comunidades locales, en un contexto nacional e internacional.",11
174,Ingeniería en Prevención de Riesgos ,Universidad de Concepción,3,,15,No,30.0,10.0,2816000,Tecnología,Diurno,,,,"482,6",,15.0,35.0,0.0,10.0,15.0,25.0,"El egresado de la carrera Ingeniería en Prevención de Riesgos de la Universidad de Concepción es un profesional con una formación sólida en ciencias básicas, biológicas, ambientales y aspectos laborales, que le permitirán implementar, desarrollar, administrar y evaluar planes y programas de prevención de riesgos laborales en la industria, ambiente y educación.",11
175,Ingeniería Estadística,Universidad de Concepción,3,,13,Si,25.0,10.0,3228000,Administración y comercio,Diurno,,,,"501,55",,15.0,35.0,0.0,10.0,15.0,25.0,La carrera Ingeniería Estadística de la Universidad de Concepción busca formar profesionales capaces de desempeñarse fundamentalmente en tareas relacionadas con el manejo de información en condiciones de incertidumbre.,1
176,Ingeniería Forestal,Universidad de Concepción,3,,13,Si,30.0,10.0,3081000,Tecnología,Diurno,"84,2",,,"501,6",,20.0,30.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Forestal de la Universidad de Concepción busca formar profesionales con una sólida base conceptual técnico científica, sustentada en principios éticos indispensables para un desempeño laboral que se orienta a la aplicación de intervenciones en el medio natural, con implicancias económicas, legales, ambientales y sociales.",11
177,Ingeniería Geomática,Universidad de Concepción,3,,15,No,35.0,10.0,3167000,Tecnología,Diurno,,,,"501,15",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Ingeniería Geomática de la Universidad de Concepción busca formar profesionales con sólidos conocimientos en los campos científico, tecnológico y humanista y capacidades para manejar la información en terreno, coordinar y administrar obras civiles y proyectos y diseñar tecnología de captura de datos.",11
178,Kinesiología,Universidad de Concepción,3,,13,Si,70.0,10.0,3677000,Salud,Diurno,"74,7",1100000.0,,"622,75",,20.0,25.0,0.0,15.0,15.0,25.0,"La carrera de Kinesiología de la Universidad de Concepción busca formar un profesional con sólidos conocimientos fisiológicos y físicos, con los que se capacita para velar por la prevención, evaluación, diagnóstico kinésico, diseño de tratamientos y ejecución completa de la terapia a tratar en los pacientes.",9
179,Licenciatura en Historia,Universidad de Concepción,3,,13,No,20.0,8.0,2416000,Humanidades,Diurno,,,,583,,20.0,10.0,30.0,0.0,15.0,25.0,"La carrera Licenciatura en Historia de la Universidad de Concepción busca contribuir en la creación y desarrollo del conocimiento histórico mediante el estudio y la investigación que permitan comprender los grandes problemas de la construcción de la realidad humana en sus diferentes épocas, identificar los grandes procesos históricos y las variables que inciden en su desarrollo.",8
180,Licenciatura en Matemáticas,Universidad de Concepción,3,,13,No,20.0,8.0,1912000,Sin área definida,Diurno,,,,"503,25",,10.0,35.0,0.0,15.0,15.0,25.0,"La carrera Licenciatura en Matemática de la Universidad de Concepción busca formar profesionales que posean una preparación sólida de nivel intermedio en las ramas básicas de la Matemática, con conocimientos amplios en los diversos campos de esta disciplina, tanto en sus aspectos teóricos como en los de sus aplicaciones.",10
181,Licenciatura en Química,Universidad de Concepción,3,,13,No,25.0,10.0,1977000,Sin área definida,Diurno,,,,506,,10.0,30.0,0.0,20.0,15.0,25.0,"La carrera Licenciatura en Química - Químico de la Universidad de Concepción busca formar un profesional socialmente responsable con una sólida formación científica, con énfasis en el estudio de la materia, su estructura, sus transformaciones y sus relaciones con la energía.",10
182,Medicina,Universidad de Concepción,3,,13,Si,108.0,14.0,5071000,Salud,Diurno,"92,2",2500000.0,,"761,9",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera de Medicina de la Universidad de Concepción busca formar profesionales con conocimientos, desarrollan habilidades y destrezas técnicas que los capacitan para mantener, mejorar, proteger y rehabilitar la salud de las personas, satisfaciendo las necesidades de los individuos y de la sociedad en acciones de salud que deben enmarcarse en una base ética científica con profundo sentido y alcance social.",9
183,Medicina Veterinaria.,Universidad de Concepción,3,,13,Si,80.0,11.0,3851000,Salud,Diurno,"68,5",1000000.0,,"582,3",,10.0,40.0,0.0,10.0,15.0,25.0,"La carrera de Medicina Veterinaria de la Universidad de Concepción busca formar profesionales con atributos y capacidades de desarrollo personal y social, con espíritu ético, humanista y responsabilidad social y con una sólida base científica y tecnológica lograda en actividades teórico-prácticas, que los capacita para desempeñarse profesionalmente en las áreas de Salud Animal, Salud Pública, Protección del Ambiente, Producción Animal, Desarrollo Rural, docencia e investigación en las áreas señaladas.",9
184,Medicina Veterinaria - Chillán,Universidad de Concepción,3,,14,Si,85.0,11.0,3662000,Salud,Diurno,"68,5",1000000.0,,"541,1",,10.0,40.0,0.0,10.0,15.0,25.0,"La carrera de Medicina Veterinaria de la Universidad de Concepción busca formar profesionales con atributos y capacidades de desarrollo personal y social, con espíritu ético, humanista y responsabilidad social y con una sólida base científica y tecnológica lograda en actividades teórico-prácticas, que los capacita para desempeñarse profesionalmente en las áreas de Salud Animal, Salud Pública, Protección del Ambiente, Producción Animal, Desarrollo Rural, docencia e investigación en las áreas señaladas.",9
185,Nutrición y Dietética,Universidad de Concepción,3,,13,Si,65.0,10.0,1977000,Salud,Diurno,84,1000000.0,,"604,9",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Nutrición y Dietética de la Universidad de Concepción busca formar un profesional de excelencia con sólidas bases científicas, sensibilidad y responsabilidad social que, inserto en el sistema de Alimentación y Nutrición, sea capaz de actuar con ética en las áreas de demanda, consumo y utilización biológica de los alimentos, con el fin de mejorar la nutrición humana.",9
186,Obstetricia y Puericultura,Universidad de Concepción,3,,13,Si,100.0,10.0,2481000,Salud,Diurno,99,1200000.0,,"604,5",,20.0,25.0,0.0,15.0,15.0,25.0,"La carrera Obstetricia y Puericultura de la Universidad de Concepción busca formar profesionales capaces de ejercer en forma autónoma, con disposición a trabajar con la mujer, hijo(a), pareja, familia y comunidad, fortaleciendo la educación sanitaria y el autocuidado, de acuerdo a la etapa del ciclo vital individual y familiar.",9
187,Odontología,Universidad de Concepción,3,,13,Si,80.0,11.0,5071000,Salud,Diurno,"78,4",1600000.0,,"694,4",,25.0,25.0,0.0,10.0,15.0,25.0,"La carrera Odontología de la Universidad de Concepción busca formar Cirujanos-Dentistas, profesionales capacitados para atender las necesidades odontológicas prevalentes de la comunidad, entregando solución a los problemas buco-dentales por medio de acciones promocionales, preventivas y rehabilitadoras necesarias para devolver la Salud Bucal a los pacientes.",9
188,Pedagogía en Artes Plásticas,Universidad de Concepción,3,,13,Si,20.0,10.0,1708000,Educación,Diurno,,,,"509,35",,25.0,20.0,15.0,0.0,15.0,25.0,"La carrera Pedagogía en Artes Plásticas de la Universidad de Concepción busca entregar a los profesionales los aspectos esenciales del área y de las Ciencias de la Educación. Además, tiene como objetivo formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como objetivo estimular y facilitar el aprendizaje.",7
189,Pedagogía en Ciencias Naturales y Biología ,Universidad de Concepción,3,,13,Si,25.0,10.0,1708000,Educación,Diurno,"84,4",700000.0,,"541,1",,20.0,25.0,0.0,15.0,15.0,25.0,La carrera Pedagogía en Ciencias Naturales y Biología de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación.,7
190,Pedagogía en Ciencias Naturales y Biología,Universidad de Concepción,3,,15,Si,20.0,10.0,1708000,Educación,Diurno,"84,4",700000.0,,"542,1",,20.0,25.0,0.0,15.0,15.0,25.0,La carrera Pedagogía en Ciencias Naturales y Biología de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación.,7
191,Pedagogía en Ciencias Naturales y Física,Universidad de Concepción,3,,13,Si,20.0,10.0,1708000,Educación,Diurno,"84,4",700000.0,,"519,9",,20.0,25.0,0.0,15.0,15.0,25.0,La carrera Pedagogía en Ciencias Naturales y Física de la Universidad de Concepción busca entregar a sus estudiantes los aspectos esenciales del área y de las Ciencias de la Educación.,7
192,Pedagogía en Ciencias Naturales y Química,Universidad de Concepción,3,,13,Si,20.0,10.0,1708000,Educación,Diurno,"84,4",700000.0,,"518,95",,20.0,25.0,0.0,15.0,15.0,25.0,La carrera Pedagogía en Ciencias Naturales y Química de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación.,7
193,Pedagogía en Educación Física ,Universidad de Concepción,3,,13,Si,70.0,10.0,1708000,Educación,Diurno,"73,9",800000.0,,"536,7",,25.0,20.0,0.0,15.0,15.0,25.0,"La carrera Pedagogía en Educación Física de la Universidad de Concepción busca formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como propósito estimular y facilitar el aprendizaje.",7
194,Pedagogía en Educación Musical ,Universidad de Concepción,3,,13,Si,25.0,10.0,1708000,Educación,Diurno,"76,7",700000.0,,"585,6",,20.0,20.0,20.0,0.0,15.0,25.0,"La carrera Pedagogía en Educación Musical de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación, además pretende formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como objetivo estimular y facilitar el aprendizaje.",7
195,Pedagogía en Español,Universidad de Concepción,3,,13,No,40.0,10.0,1708000,Educación,Diurno,"80,7",700000.0,,"584,55",,25.0,25.0,10.0,0.0,15.0,25.0,La carrera Pedagogía en Español de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación.,7
196,Pedagogía en Filosofía,Universidad de Concepción,3,,13,Si,20.0,10.0,1708000,Educación,Diurno,,,,"540,9",,25.0,10.0,25.0,0.0,15.0,25.0,La carrera Pedagogía en Filosofía de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación.,7
197,Pedagogía en Historia y Geografía ,Universidad de Concepción,3,,13,Si,45.0,10.0,1708000,Educación,Diurno,"72,8",700000.0,,"605,8",,20.0,10.0,30.0,0.0,15.0,25.0,"La carrera Pedagogía en Historia y Geografía de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación. Además, se propone formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como objetivo estimular y facilitar el aprendizaje.",7
198,Pedagogía en Inglés,Universidad de Concepción,3,,13,Si,55.0,9.0,1708000,Educación,Diurno,"78,9",700000.0,,"585,7",,25.0,25.0,10.0,0.0,15.0,25.0,"La carrera Pedagogía en Inglés de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación. Además, se propone formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como objetivo estimular y facilitar el aprendizaje.",7
199,Pedagogía en Matemática y Computación,Universidad de Concepción,3,,13,Si,40.0,10.0,1708000,Educación,Diurno,91,900000.0,,"617,55",,20.0,30.0,0.0,10.0,15.0,25.0,"La carrera Pedagogía en Matemática y Computación de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación. Además, se propone formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como objetivo estimular y facilitar el aprendizaje.",7
200,Pedagogía en Matemática y Educación Tecnológica,Universidad de Concepción,3,,15,Si,20.0,10.0,1708000,Educación,Diurno,,,,"503,1",,20.0,30.0,0.0,10.0,15.0,25.0,"La carrera Pedagogía en Matemática y Computación de la Universidad de Concepción busca entregar los aspectos esenciales del área y de las Ciencias de la Educación. Además, se propone formar al estudiante para que asuma una actitud científica ante el fenómeno del conocimiento, el cual es central y necesario a cualquier acción educativa que tiene como objetivo estimular y facilitar el aprendizaje.",7
201,Periodismo,Universidad de Concepción,3,,13,No,50.0,10.0,2643000,Sin área definida,Diurno,"88,5",800000.0,,"567,9",,30.0,15.0,15.0,0.0,15.0,25.0,"La carrera Periodismo de la Universidad de Concepción busca formar un profesional de la Comunicación Social capaz de comprender, analizar e interpretar, en general, la dinámica de la realidad social contemporánea. Esto implica desarrollar una capacidad reflexiva y ética que permita prever los efectos de la acción comunicativa.",10
202,Psicología,Universidad de Concepción,3,,13,Si,65.0,10.0,2765000,Salud,Diurno,"90,2",1000000.0,,"649,1",,20.0,30.0,10.0,10.0,15.0,25.0,"La carrera de Psicología de la Universidad de Concepción busca formar profesionales interesados en comprender y explicar los comportamientos y procesos mentales de los seres humanos y en aplicar sus conocimientos al desarrollo de acciones favorecedoras del bienestar y desarrollo de las personas, colectivos e instituciones.",9
203,Química y Farmacia ,Universidad de Concepción,3,,13,No,85.0,11.0,3007000,Sin área definida,Diurno,"98,9",1500000.0,,"616,7",,15.0,30.0,0.0,15.0,15.0,25.0,"La carrera Química y Farmacia de la Universidad de Concepción busca preparar a un profesional de la salud que por sus conocimientos científicos, tecnológicos, destrezas y principios éticos, está capacitado para actuar en el campo de los medicamentos, como también de tóxicos y alimentos.",10
204,Químico Analista,Universidad de Concepción,3,,13,No,35.0,8.0,1907000,Sin área definida,Diurno,"85,2",800000.0,,"536,9",,15.0,35.0,0.0,10.0,15.0,25.0,"El Químico Analista de la Universidad de Concepción es un profesional con una solida formación en Análisis Químico. Esta calificado y capacitado para implementar y ejecutar métodos de análisis químico, lo que le permite obtener, registrar, interpretar e informar resultados de alta calidad en forma confiable, que permitan tomas decisiones adecuadas a quienes demandan sus servicios. Además esta capacitado para dirigir laboratorios analíticos.",10
205,Sociología,Universidad de Concepción,3,,13,No,65.0,10.0,2369000,Ciencias Sociales,Diurno,"68,6",1000000.0,,"545,9",,15.0,30.0,15.0,0.0,15.0,25.0,"La carrera Sociología de la Universidad de Concepción busca formar un profesional de nivel superior con amplios y sólidos conocimientos teóricos y metodológicos destinados a comprender la compleja realidad del mundo social, las interacciones entre personas, entre grupos humanos, como asimismo, en sentido amplio toda acción con significación social, y sus eventuales efectos sobre la sociedad desde una perspectiva pluralista.",5
206,Tecnología Médica,Universidad de Concepción,3,,13,Si,75.0,10.0,3677000,Salud,Diurno,"95,2",1300000.0,,"666,4",,15.0,35.0,0.0,10.0,15.0,25.0,"La carrera Tecnología Médica de la Universidad de Concepción busca lograr una formación integral y un desarrollo equilibrado de un profesional con una sólida base ética y científico-técnica, concordante con las labores siempre delicadas y complejas del área de la salud, a través del conocimiento de disciplinas de formación general, ético-humanistas, del área de las ciencias biológicas, de las ciencias exactas y del campo de las ciencias de la salud, desarrollando habilidades y destrezas que le permitan planificar, ejecutar y evaluar diferentes exámenes, técnicas y procedimientos en los que se apoya el diagnóstico y tratamiento de diferentes patologías.",9
207,Trabajo Social,Universidad de Concepción,3,,13,Si,70.0,10.0,1943000,Ciencias Sociales,Diurno,"78,1",800000.0,,"549,05",,25.0,25.0,10.0,0.0,15.0,25.0,"La carrera Trabajo Social de la Universidad de Concepción busca formar profesionales capaces de estimular y conducir procesos de desarrollo humano con individuos y colectivos, en contexto de complejidad social y territorial, dotados de un sólido soporte teórico y metodológico, basados en estándares éticos de respeto a la diversidad, la dignidad y los derechos de las personas.",5
208,Traducción - Interpretación en Idiomas Extrajeros,Universidad de Concepción,3,,13,No,75.0,12.0,2765000,Educación,Diurno,"53,8",700000.0,,"579,15",,25.0,25.0,10.0,0.0,15.0,25.0,"La carrera Traducción/Interpretación en Idiomas Extranjeros de la Universidad de Concepción busca formar profesionales de excelencia, verdaderos mediadores de la comunicación, que permiten un intercambio fluido y eficaz entre grupos lingüística y culturalmente diferentes.",7
209,Administración Pública,Universidad de Santiago de Chile,4,,16,Si,160.0,10.0,2921000,Administración y comercio,Diurno,"84,2",1500000.0,,"610,85",,15.0,25.0,10.0,10.0,10.0,40.0,La carrera de Administración Pública de la Universidad de Santiago de Chile forma profesionales con una sólida base en las áreas de Gestión y Políticas Públicas.,1
210,Arquitectura,Universidad de Santiago de Chile,4,,16,No,60.0,12.0,3532000,Arte y Arquitectura,Diurno,"87,9",1100000.0,,"642,6",,20.0,10.0,20.0,20.0,10.0,40.0,"La carrera de Arquitectura de la Universidad de Santiago de Chile busca formar profesionales enfocados en el diseño del espacio habitable, dotados de pensamiento crítico, capacidad de exploración y resolución de problemas, con énfasis en la sustentabilidad ambiental, la técnica y la responsabilidad social.",3
211,Bachillerato en Ciencias y Humanidades ,Universidad de Santiago de Chile,4,,16,No,130.0,4.0,3296000,Humanidades,Diurno,,,,"630,4",,20.0,20.0,10.0,10.0,10.0,40.0,"El Bachillerato en Ciencias y Humanidades de la Universidad de Santiago de Chile se basa en una formación general no diferenciada porque privilegia una formación integral de los alumnos, lo que les permite ampliar sus horizontes de expectativas vocacionales y culturales.",8
212,Bioquímica y Licenciatura en Bioquímica ,Universidad de Santiago de Chile,4,,16,Si,30.0,10.0,2972000,Sin área definida,Diurno,"82,8",1000000.0,,"661,35",,15.0,25.0,0.0,10.0,10.0,40.0,"El Pregrado en Bioquímica y Licenciatura en Bioquímica de la Universidad de Santiago de Chile, busca preparar profesionales calificados que se caracterizan por tener una sólida formación en biología y química y por poseer un espíritu esencialmente analítico, creativo y crítico.",10
213,Contador Público y Auditor,Universidad de Santiago de Chile,4,,16,Si,190.0,10.0,3083000,Administración y comercio,Diurno,"96,9",1600000.0,,"617,8",,10.0,30.0,10.0,10.0,10.0,40.0,"La carrera Contador Público y Auditor de la Universidad de Santiago de Chile forma profesionales capaces de proyectarse en una amplia gama de roles dentro de la empresa; para ello se fortalecen, principalmente, sus habilidades de trabajo en equipo, liderazgo y emprendimiento.",1
214,Contador Público y Auditor - Vespertino,Universidad de Santiago de Chile,4,,16,Si,30.0,10.0,3083000,Administración y comercio,Vespertino,"96,9",1600000.0,,"641,9",,10.0,30.0,10.0,10.0,10.0,40.0,"La carrera Contador Público y Auditor de la Universidad de Santiago de Chile busca formar profesionales capaces de proyectarse en una amplia gama de roles dentro de la empresa; para ello se fortalecen, principalmente, sus habilidades de trabajo en equipo, liderazgo y emprendimiento.",1
215,Derecho,Universidad de Santiago de Chile,4,,16,No,60.0,10.0,0,Derecho,Diurno,,,,0,,20.0,10.0,20.0,0.0,10.0,40.0,"Derecho en la Universidad de Santiago de Chile, institución estatal, pública y autónoma, tendrá como objetivos centrales generar, acrecentar y difundir el conocimiento jurídico y científico, bajo un modelo educativo multidisciplinario de enseñanza, en un marco innovador, inclusivo, de profundos fundamentos éticos y de probidad, con altos niveles de exigencia en la docencia de pregrado, posgrado y la investigación, buscando la formación de egresados socialmente responsables, de excelencia, con una sólida base técnica y humanista, que aporten a una sociedad más justa y sustentable.",6
216,Enfermería,Universidad de Santiago de Chile,4,,16,No,60.0,10.0,2973000,Salud,Diurno,"99,6",1500000.0,,"705,55",,15.0,15.0,0.0,20.0,10.0,40.0,"El egresado de la carrera de Enfermería de la Universidad de Santiago de Chile es un profesional responsable de la gestión del cuidado de la persona, familia y comunidad a través del curso de la vida en todos los niveles de atención, tanto en el ámbito público como privado.",9
217,Ingeniería Ambiental,Universidad de Santiago de Chile,4,,16,No,45.0,10.0,3598000,Tecnología,Diurno,"82,1",1200000.0,,"625,4",,10.0,30.0,0.0,10.0,10.0,40.0,La carrera Ingeniería Ambiental de la Universidad de Santiago de Chile formará a un profesional capaz de responder a las necesidades de desarrollo sustentable que imponen las actividades humanas y productivas sobre el territorio.,11
218,Ingeniería Civil en Electricidad,Universidad de Santiago de Chile,4,,16,No,110.0,12.0,4191000,Tecnología,Diurno,"96,7",2200000.0,,"646,8",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera de Ingeniería Civil en Electricidad de la Universidad de Santiago de Chile busca formar ingenieros líderes en la especialidad, con el más alto nivel de competencia profesional, conscientes de su responsabilidad ética con la sociedad y gestores de su propio desarrollo personal, profesional y social.",11
219,Ingeniería Civil en Geografía,Universidad de Santiago de Chile,4,,16,Si,40.0,12.0,4191000,Tecnología,Diurno,,,,"602,5",,10.0,30.0,0.0,10.0,10.0,40.0,"La carrera Ingeniería Civil en Geografía de la Universidad de Santiago de Chile formará un profesional capaz de comprender la dinámica del territorio y del medio-ambiente aplicando conocimientos de las ciencias de la ingeniería, ciencias económicas y de administración, optimización de sistemas y procesos territoriales; permitiéndose una especialización en el ámbito del Ordenamiento Territorial, Gestión Ambiental y del Desarrollo Sustentable.",11
